X,Y,Index_,event_unique_id,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,reportedyear,reportedmonth,reportedday,reporteddayofyear,reporteddayofweek,reportedhour,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofyear,occurrencedayofweek,occurrencehour,MCI,Division,Hood_ID,Neighbourhood,Lat,Long,FID
-79.297164899999984,43.7841148,87773,GO-2017363296,2016-12-15T05:00:00.000Z,2017-02-27T05:00:00.000Z,House,2130,200,Theft From Mail / Bag / Key,2017,February,27,58,Monday    ,12,2016,December,15,350,Thursday  ,0,Theft Over,D42,118,Tam O'Shanter-Sullivan (118),43.7841148,-79.2971649,3297
-79.3769684,43.8055267,87782,GO-2017478751,2016-12-15T05:00:00.000Z,2017-03-17T04:00:00.000Z,Apartment,2130,200,Theft From Mail / Bag / Key,2017,March,17,76,Friday    ,15,2016,December,15,350,Thursday  ,0,Theft Over,D33,49,Bayview Woods-Steeles (49),43.8055267,-79.3769684,3298
-79.2981033,43.8199768,87796,GO-201782303,2016-12-31T05:00:00.000Z,2017-01-14T05:00:00.000Z,Outside,2130,210,Theft Over,2017,January,14,14,Saturday  ,12,2016,December,31,366,Saturday  ,12,Theft Over,D42,130,Milliken (130),43.8199768,-79.2981033,3299
-79.357566800000015,43.7022667,87798,GO-20162311228,2016-12-31T05:00:00.000Z,2016-12-31T05:00:00.000Z,Other,2130,210,Theft Over,2016,December,31,366,Saturday  ,2,2016,December,31,366,Saturday  ,2,Theft Over,D53,55,Thorncliffe Park (55),43.7022667,-79.3575668,3300
-79.3475571,43.656498,87911,GO-20162313966,2016-12-31T05:00:00.000Z,2016-12-31T05:00:00.000Z,Commercial,2130,210,Theft Over,2016,December,31,366,Saturday  ,16,2016,December,31,366,Saturday  ,15,Theft Over,D55,70,South Riverdale (70),43.656498,-79.3475571,3301
-79.3811111,43.6420593,88200,GO-20161927385,2016-10-30T04:00:00.000Z,2016-10-30T04:00:00.000Z,Apartment,2130,210,Theft Over,2016,October,30,304,Sunday    ,5,2016,October,30,304,Sunday    ,0,Theft Over,D52,77,Waterfront Communities-The Island (77),43.6420593,-79.3811111,3302
-79.3741302,43.7030029,88228,GO-201758787,2017-01-09T05:00:00.000Z,2017-01-09T05:00:00.000Z,Commercial,2130,200,Theft From Mail / Bag / Key,2017,January,9,9,Monday    ,17,2017,January,9,9,Monday    ,17,Theft Over,D53,56,Leaside-Bennington (56),43.7030029,-79.3741302,3303
-79.249794,43.793636299999989,88229,GO-2017122591,2017-01-09T05:00:00.000Z,2017-01-20T05:00:00.000Z,Commercial,2130,210,Theft Over,2017,January,20,20,Friday    ,14,2017,January,9,9,Monday    ,15,Theft Over,D42,128,Agincourt South-Malvern West (128),43.7936363,-79.249794,3304
-79.355278,43.7816887,88231,GO-201797381,2017-01-09T05:00:00.000Z,2017-01-16T05:00:00.000Z,Apartment,2130,210,Theft Over,2017,January,16,16,Monday    ,20,2017,January,9,9,Monday    ,10,Theft Over,D33,47,Don Valley Village (47),43.7816887,-79.355278,3305
-79.2889099,43.803131099999987,88261,GO-2017348003,2017-01-14T05:00:00.000Z,2017-02-24T05:00:00.000Z,Commercial,2130,210,Theft Over,2017,February,24,55,Friday    ,21,2017,January,14,14,Saturday  ,0,Theft Over,D42,130,Milliken (130),43.8031311,-79.2889099,3306
-79.2410431,43.7985573,88262,GO-2017273289,2017-01-14T05:00:00.000Z,2017-02-13T05:00:00.000Z,Outside,2130,210,Theft Over,2017,February,13,44,Monday    ,11,2017,January,14,14,Saturday  ,3,Theft Over,D42,132,Malvern (132),43.7985573,-79.2410431,3307
-79.5100555,43.618804899999986,88325,GO-2017213406,2017-01-14T05:00:00.000Z,2017-02-03T05:00:00.000Z,House,2130,210,Theft Over,2017,February,3,34,Friday    ,14,2017,January,14,14,Saturday  ,0,Theft Over,D22,17,Mimico (includes Humber Bay Shores) (17),43.6188049,-79.5100555,3308
-79.4410172,43.7332878,88329,GO-201793963,2017-01-14T05:00:00.000Z,2017-01-17T05:00:00.000Z,Commercial,2130,210,Theft Over,2017,January,17,17,Tuesday   ,13,2017,January,14,14,Saturday  ,11,Theft Over,D32,33,Clanton Park (33),43.7332878,-79.4410172,3309
-79.4564133,43.721618699999986,88352,GO-20161552055,2016-09-01T04:00:00.000Z,2016-09-01T04:00:00.000Z,House,2130,211,Theft Over - Distraction,2016,September,1,245,Thursday  ,16,2016,September,1,245,Thursday  ,15,Theft Over,D32,31,Yorkdale-Glen Park (31),43.7216187,-79.4564133,3310
-79.4093628,43.6850281,88407,GO-2017281419,2017-01-17T05:00:00.000Z,2017-02-14T05:00:00.000Z,Apartment,2130,210,Theft Over,2017,February,14,45,Tuesday   ,15,2017,January,17,17,Tuesday   ,8,Theft Over,D53,96,Casa Loma (96),43.6850281,-79.4093628,3311
-79.4968185,43.6290627,88408,GO-2017133777,2017-01-17T05:00:00.000Z,2017-01-22T05:00:00.000Z,House,2130,210,Theft Over,2017,January,22,22,Sunday    ,12,2017,January,17,17,Tuesday   ,12,Theft Over,D22,16,Stonegate-Queensway (16),43.6290627,-79.4968185,3312
-79.410934400000016,43.7615128,88497,GO-2017191295,2017-01-31T05:00:00.000Z,2017-01-31T05:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,January,31,31,Tuesday   ,8,2017,January,31,31,Tuesday   ,0,Theft Over,D32,51,Willowdale East (51),43.7615128,-79.4109344,3313
-79.4000168,43.7647896,88501,GO-2017192762,2017-01-31T05:00:00.000Z,2017-01-31T05:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,January,31,31,Tuesday   ,12,2017,January,31,31,Tuesday   ,11,Theft Over,D32,51,Willowdale East (51),43.7647896,-79.4000168,3314
-79.3743515,43.6629181,88538,GO-2017191596,2017-01-31T05:00:00.000Z,2017-01-31T05:00:00.000Z,Apartment,2130,200,Theft From Mail / Bag / Key,2017,January,31,31,Tuesday   ,20,2017,January,31,31,Tuesday   ,5,Theft Over,D51,71,Cabbagetown-South St.James Town (71),43.6629181,-79.3743515,3315
-79.464355499999982,43.7019272,88571,GO-20179009478,2017-07-05T04:00:00.000Z,2017-07-05T04:00:00.000Z,Commercial,2133,200,Theft Over - Shoplifting,2017,July,5,186,Wednesday ,13,2017,July,5,186,Wednesday ,12,Theft Over,D13,31,Yorkdale-Glen Park (31),43.7019272,-79.4643555,3316
-79.376503,43.6664314,88597,GO-20171234187,2017-07-05T04:00:00.000Z,2017-07-15T04:00:00.000Z,Outside,2130,215,Theft Over - Bicycle,2017,July,15,196,Saturday  ,14,2017,July,5,186,Wednesday ,21,Theft Over,D51,74,North St.James Town (74),43.6664314,-79.376503,3317
-79.3005447,43.6884499,88602,GO-20171210787,2017-07-05T04:00:00.000Z,2017-07-06T04:00:00.000Z,Apartment,2130,210,Theft Over,2017,July,6,187,Thursday  ,22,2017,July,5,186,Wednesday ,8,Theft Over,D55,62,East End-Danforth (62),43.6884499,-79.3005447,3318
-79.3904648,43.656158399999988,88612,GO-20171201957,2017-07-05T04:00:00.000Z,2017-07-05T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,July,5,186,Wednesday ,14,2017,July,5,186,Wednesday ,10,Theft Over,D52,78,Kensington-Chinatown (78),43.6561584,-79.3904648,3319
-79.3641586,43.6660957,88627,GO-20179001451,2017-01-31T05:00:00.000Z,2017-02-02T05:00:00.000Z,House,2130,200,Theft From Mail / Bag / Key,2017,February,2,33,Thursday  ,7,2017,January,31,31,Tuesday   ,15,Theft Over,D51,71,Cabbagetown-South St.James Town (71),43.6660957,-79.3641586,3320
-79.3229218,43.6523476,88651,GO-20171201537,2017-07-05T04:00:00.000Z,2017-07-05T04:00:00.000Z,Outside,2130,210,Theft Over,2017,July,5,186,Wednesday ,16,2017,July,5,186,Wednesday ,15,Theft Over,D55,70,South Riverdale (70),43.6523476,-79.3229218,3321
-79.2511902,43.8366013,88658,GO-20171204847,2017-07-05T04:00:00.000Z,2017-07-05T04:00:00.000Z,Other,2130,210,Theft Over,2017,July,5,186,Wednesday ,18,2017,July,5,186,Wednesday ,18,Theft Over,D42    ,130,Milliken (130),43.8366013,-79.2511902,3322
-79.5237885,43.7023735,88774,GO-20161927521,2016-10-30T04:00:00.000Z,2016-10-30T04:00:00.000Z,Commercial,2130,210,Theft Over,2016,October,30,304,Sunday    ,3,2016,October,30,304,Sunday    ,3,Theft Over,D12,113,Weston (113),43.7023735,-79.5237885,3323
-79.487670899999983,43.7063751,88782,GO-20161934780,2016-10-30T04:00:00.000Z,2016-10-31T04:00:00.000Z,Apartment,2130,210,Theft Over,2016,October,31,305,Monday    ,11,2016,October,30,304,Sunday    ,11,Theft Over,D12,29,Maple Leaf (29),43.7063751,-79.4876709,3324
-79.4557343,43.766071299999986,88790,GO-20162006908,2016-11-04T04:00:00.000Z,2016-11-11T05:00:00.000Z,House,2130,210,Theft Over,2016,November,11,316,Friday    ,15,2016,November,4,309,Friday    ,21,Theft Over,D32,34,Bathurst Manor (34),43.7660713,-79.4557343,3325
-79.3737259,43.6713295,88864,GO-20161964227,2016-11-04T04:00:00.000Z,2016-11-04T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2016,November,4,309,Friday    ,18,2016,November,4,309,Friday    ,7,Theft Over,D51,74,North St.James Town (74),43.6713295,-79.3737259,3326
-79.3396149,43.7230263,88866,GO-20161965530,2016-11-04T04:00:00.000Z,2016-11-04T04:00:00.000Z,Commercial,2130,210,Theft Over,2016,November,4,309,Friday    ,23,2016,November,4,309,Friday    ,20,Theft Over,D33,42,Banbury-Don Mills (42),43.7230263,-79.3396149,3327
-79.453033399999981,43.7908134,88885,GO-20161963056,2016-11-04T04:00:00.000Z,2016-11-04T04:00:00.000Z,Commercial,2130,210,Theft Over,2016,November,4,309,Friday    ,15,2016,November,4,309,Friday    ,12,Theft Over,D32,35,Westminster-Branson (35),43.7908134,-79.4530334,3328
-79.4369888,43.7556953,88891,GO-2017147320,2017-01-23T05:00:00.000Z,2017-01-24T05:00:00.000Z,Apartment,2130,210,Theft Over,2017,January,24,24,Tuesday   ,13,2017,January,23,23,Monday    ,11,Theft Over,D32,34,Bathurst Manor (34),43.7556953,-79.4369888,3329
-79.4934464,43.707027399999987,88912,GO-20173007401,2017-07-05T04:00:00.000Z,2017-11-19T05:00:00.000Z,House,2130,210,Theft Over,2017,November,19,323,Sunday    ,13,2017,July,5,186,Wednesday ,0,Theft Over,D12,28,Rustic (28),43.7070274,-79.4934464,3330
-79.219726599999987,43.7451057,88923,GO-20171348874,2017-07-13T04:00:00.000Z,2017-07-31T04:00:00.000Z,Other,2130,200,Theft From Mail / Bag / Key,2017,July,31,212,Monday    ,12,2017,July,13,194,Thursday  ,14,Theft Over,D43,139,Scarborough Village (139),43.7451057,-79.2197266,3331
-79.3730621,43.6424828,88939,GO-20161911613,2016-09-01T04:00:00.000Z,2016-10-27T04:00:00.000Z,Other,2130,210,Theft Over,2016,October,27,301,Thursday  ,16,2016,September,1,245,Thursday  ,0,Theft Over,D51,77,Waterfront Communities-The Island (77),43.6424828,-79.3730621,3332
-79.457328799999985,43.663612399999984,88962,GO-2017578932,2017-03-24T04:00:00.000Z,2017-04-02T04:00:00.000Z,Apartment,2130,210,Theft Over,2017,April,2,92,Sunday    ,11,2017,March,24,83,Friday    ,8,Theft Over,D11,90,Junction Area (90),43.6636124,-79.4573288,3333
-79.5317764,43.7733154,88986,GO-20171254333,2017-07-13T04:00:00.000Z,2017-07-13T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,July,13,194,Thursday  ,9,2017,July,13,194,Thursday  ,9,Theft Over,D31    ,24,Black Creek (24),43.7733154,-79.5317764,3334
-79.400825499999982,43.6443062,89057,GO-2017539640,2017-03-24T04:00:00.000Z,2017-03-27T04:00:00.000Z,Apartment,2130,210,Theft Over,2017,March,27,86,Monday    ,9,2017,March,24,83,Friday    ,15,Theft Over,D14,77,Waterfront Communities-The Island (77),43.6443062,-79.4008255,3335
-79.4019852,43.6358986,89095,GO-2017144747,2017-01-24T05:00:00.000Z,2017-01-24T05:00:00.000Z,Apartment,2130,200,Theft From Mail / Bag / Key,2017,January,24,24,Tuesday   ,9,2017,January,24,24,Tuesday   ,9,Theft Over,D14,82,Niagara (82),43.6358986,-79.4019852,3336
-79.4288712,43.6810493,89118,GO-20161600937,2016-09-02T04:00:00.000Z,2016-09-09T04:00:00.000Z,Apartment,2130,210,Theft Over,2016,September,9,253,Friday    ,9,2016,September,2,246,Friday    ,18,Theft Over,D13,94,Wychwood (94),43.6810493,-79.4288712,3337
-79.334671,43.6868858,89200,GO-20161611205,2016-09-02T04:00:00.000Z,2016-09-10T04:00:00.000Z,Commercial,2130,210,Theft Over,2016,September,10,254,Saturday  ,20,2016,September,2,246,Friday    ,17,Theft Over,D54,59,Danforth East York (59),43.6868858,-79.334671,3338
-79.4107513,43.7607155,89209,GO-20161565139,2016-09-03T04:00:00.000Z,2016-09-03T04:00:00.000Z,Commercial,2133,200,Theft Over - Shoplifting,2016,September,3,247,Saturday  ,18,2016,September,3,247,Saturday  ,18,Theft Over,D32,51,Willowdale East (51),43.7607155,-79.4107513,3339
-79.389503499999989,43.6696701,89221,GO-2017524586,2017-03-24T04:00:00.000Z,2017-03-24T04:00:00.000Z,Commercial,2133,200,Theft Over - Shoplifting,2017,March,24,83,Friday    ,18,2017,March,24,83,Friday    ,18,Theft Over,D53,95,Annex (95),43.6696701,-79.3895035,3340
-79.2660065,43.7746696,89226,GO-2017542097,2017-03-24T04:00:00.000Z,2017-03-27T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,March,27,86,Monday    ,18,2017,March,24,83,Friday    ,14,Theft Over,D41,127,Bendale (127),43.7746696,-79.2660065,3341
-79.5008621,43.7633629,108869,GO-20171866746,2017-10-08T04:00:00.000Z,2017-10-17T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,October,17,290,Tuesday   ,11,2017,October,8,281,Sunday    ,2,Theft Over,D31    ,27,York University Heights (27),43.7633629,-79.5008621,3342
-79.374847399999979,43.660656,99880,GO-20162128146,2016-11-20T05:00:00.000Z,2016-11-30T05:00:00.000Z,Other,2130,215,Theft Over - Bicycle,2016,November,30,335,Wednesday ,21,2016,November,20,325,Sunday    ,12,Theft Over,D51,73,Moss Park (73),43.660656,-79.3748474,3343
-79.4436569,43.63766480000001,92075,GO-2017976258,2017-03-01T05:00:00.000Z,2017-06-02T04:00:00.000Z,Apartment,2130,210,Theft Over,2017,June,2,153,Friday    ,12,2017,March,1,60,Wednesday ,15,Theft Over,D14,85,South Parkdale (85),43.6376648,-79.4436569,3344
-79.3946228,43.6444244,103257,GO-20171247217,2017-07-11T04:00:00.000Z,2017-07-14T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,July,14,195,Friday    ,17,2017,July,11,192,Tuesday   ,13,Theft Over,D52,77,Waterfront Communities-The Island (77),43.6444244,-79.3946228,3345
-79.470634499999989,43.7050896,94822,GO-20171842301,2017-10-07T04:00:00.000Z,2017-10-11T04:00:00.000Z,Commercial,2130,210,Theft Over,2017,October,11,284,Wednesday ,11,2017,October,7,280,Saturday  ,2,Theft Over,D12,30,Brookhaven-Amesbury (30),43.7050896,-79.4706345,3346
-79.394142200000019,43.6687202,89421,GO-20171281483,2017-07-13T04:00:00.000Z,2017-07-17T04:00:00.000Z,Commercial,2130,210,Theft Over,2017,July,17,198,Monday    ,12,2017,July,13,194,Thursday  ,18,Theft Over,D53,95,Annex (95),43.6687202,-79.3941422,3347
-79.3068237,43.6870613,99882,GO-20162074242,2016-11-20T05:00:00.000Z,2016-11-22T05:00:00.000Z,Commercial,2130,210,Theft Over,2016,November,22,327,Tuesday   ,13,2016,November,20,325,Sunday    ,7,Theft Over,D54,62,East End-Danforth (62),43.6870613,-79.3068237,3348
-79.5118561,43.6809502,94824,GO-20171860454,2017-10-12T04:00:00.000Z,2017-10-14T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,October,14,287,Saturday  ,8,2017,October,12,285,Thursday  ,23,Theft Over,D22,9,Edenbridge-Humber Valley (9),43.6809502,-79.5118561,3349
-79.4427948,43.6973038,108922,GO-20173032702,2017-11-19T05:00:00.000Z,2017-11-20T05:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,November,20,324,Monday    ,10,2017,November,19,323,Sunday    ,20,Theft Over,D13    ,108,Briar Hill-Belgravia (108),43.6973038,-79.4427948,3350
-79.4897842,43.6127319,92086,GO-20162110126,2016-11-28T05:00:00.000Z,2016-11-28T05:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2016,November,28,333,Monday    ,9,2016,November,28,333,Monday    ,0,Theft Over,D22,17,Mimico (includes Humber Bay Shores) (17),43.6127319,-79.4897842,3351
-79.4759674,43.6994324,103258,GO-20171667670,2017-07-11T04:00:00.000Z,2017-08-16T04:00:00.000Z,Commercial,2130,210,Theft Over,2017,August,16,228,Wednesday ,15,2017,July,11,192,Tuesday   ,15,Theft Over,D12,30,Brookhaven-Amesbury (30),43.6994324,-79.4759674,3352
-79.367546100000013,43.663208,103346,GO-20171480048,2017-08-16T04:00:00.000Z,2017-08-16T04:00:00.000Z,House,2130,200,Theft From Mail / Bag / Key,2017,August,16,228,Wednesday ,14,2017,August,16,228,Wednesday ,11,Theft Over,D51,71,Cabbagetown-South St.James Town (71),43.663208,-79.3675461,3353
-79.3880844,43.7101288,106268,GO-2017734376,2017-04-19T04:00:00.000Z,2017-04-26T04:00:00.000Z,Apartment,2130,210,Theft Over,2017,April,26,116,Wednesday ,19,2017,April,19,109,Wednesday ,0,Theft Over,D53,99,Mount Pleasant East (99),43.7101288,-79.3880844,3354
-79.4086227,43.7649689,92123,GO-20162111727,2016-11-28T05:00:00.000Z,2016-11-28T05:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2016,November,28,333,Monday    ,13,2016,November,28,333,Monday    ,9,Theft Over,D32,51,Willowdale East (51),43.7649689,-79.4086227,3355
-79.2391663,43.7213669,99950,GO-20176982,2016-11-29T05:00:00.000Z,2017-01-02T05:00:00.000Z,Commercial,2130,210,Theft Over,2017,January,2,2,Monday    ,9,2016,November,29,334,Tuesday   ,9,Theft Over,D43,123,Cliffcrest (123),43.7213669,-79.2391663,3356
-79.384964,43.6512184,108931,GO-20173112476,2017-11-19T05:00:00.000Z,2017-12-01T05:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,December,1,335,Friday    ,22,2017,November,19,323,Sunday    ,16,Theft Over,D52    ,76,Bay Street Corridor (76),43.6512184,-79.384964,3357
-79.3861618,43.7582245,94828,GO-20171875962,2017-10-12T04:00:00.000Z,2017-10-16T04:00:00.000Z,House,2130,210,Theft Over,2017,October,16,289,Monday    ,19,2017,October,12,285,Thursday  ,10,Theft Over,D33,40,St.Andrew-Windfields (40),43.7582245,-79.3861618,3358
-79.3849564,43.665844,103375,GO-20179001537,2017-02-03T05:00:00.000Z,2017-02-03T05:00:00.000Z,Commercial,2130,200,Theft From Mail / Bag / Key,2017,February,3,34,Friday    ,22,2017,February,3,34,Friday    ,19,Theft Over,D51,75,Church-Yonge Corridor (75),43.665844,-79.3849564,3359
-79.204834,43.797451,106292,GO-20171857704,2017-10-10T04:00:00.000Z,2017-10-14T04:00:00.000Z,Outside,2130,210,Theft Over,2017,October,14,287,Saturday  ,0,2017,October,10,283,Tuesday   ,0,Theft Over,D42,132,Malvern (132),43.797451,-79.204834,3360
-79.468467700000019,43.7751961,89431,GO-20171341111,2017-07-13T04:00:00.000Z,2017-07-26T04:00:00.000Z,Commercial,2130,200,Theft From Mail / Bag / Key,2017,July,26,207,Wednesday ,11,2017,July,13,194,Thursday  ,0,Theft Over,D32,34,Bathurst Manor (34),43.7751961,-79.4684677,3361
-79.3965683,43.6543159,94861,GO-2017875951,2017-05-18T04:00:00.000Z,2017-05-18T04:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,May,18,138,Thursday  ,12,2017,May,18,138,Thursday  ,11,Theft Over,D52,78,Kensington-Chinatown (78),43.6543159,-79.3965683,3362
-79.4186554,43.6353416,99961,GO-20162146208,2016-11-29T05:00:00.000Z,2016-12-05T05:00:00.000Z,Commercial,2130,210,Theft Over,2016,December,5,340,Monday    ,17,2016,November,29,334,Tuesday   ,15,Theft Over,D14,82,Niagara (82),43.6353416,-79.4186554,3363
-79.3746338,43.6504745,92156,GO-2017645106,2016-11-28T05:00:00.000Z,2017-04-12T04:00:00.000Z,Commercial,2130,210,Theft Over,2017,April,12,102,Wednesday ,12,2016,November,28,333,Monday    ,0,Theft Over,D51,75,Church-Yonge Corridor (75),43.6504745,-79.3746338,3364
-79.6113205,43.710689499999987,109009,GO-20173006126,2017-11-15T05:00:00.000Z,2017-11-15T05:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,November,15,319,Wednesday ,23,2017,November,15,319,Wednesday ,21,Theft Over,D23,1,West Humber-Clairville (1),43.7106895,-79.6113205,3365
-79.4404221,43.7144814,106331,GO-20171346334,2017-07-27T04:00:00.000Z,2017-07-27T04:00:00.000Z,Apartment,2130,200,Theft From Mail / Bag / Key,2017,July,27,208,Thursday  ,8,2017,July,27,208,Thursday  ,8,Theft Over,D13,32,Englemount-Lawrence (32),43.7144814,-79.4404221,3366
-79.2438049,43.7889519,92165,GO-20162302654,2016-11-30T05:00:00.000Z,2016-12-29T05:00:00.000Z,Apartment,2130,210,Theft Over,2016,December,29,364,Thursday  ,16,2016,November,30,335,Wednesday ,0,Theft Over,D42,128,Agincourt South-Malvern West (128),43.7889519,-79.2438049,3367
-79.4277267,43.644088699999983,89434,GO-20171436059,2017-07-23T04:00:00.000Z,2017-08-09T04:00:00.000Z,House,2130,210,Theft Over,2017,August,9,221,Wednesday ,19,2017,July,23,204,Sunday    ,16,Theft Over,D14,84,Little Portugal (84),43.6440887,-79.4277267,3368
-79.527275099999983,43.6503944,94873,GO-20171107257,2017-05-18T04:00:00.000Z,2017-06-24T04:00:00.000Z,Apartment,2130,210,Theft Over,2017,June,24,175,Saturday  ,18,2017,May,18,138,Thursday  ,10,Theft Over,D22,14,Islington-City Centre West (14),43.6503944,-79.5272751,3369
-79.4291306,43.6385841,99980,GO-2017887186,2017-05-19T04:00:00.000Z,2017-05-20T04:00:00.000Z,Apartment,2130,210,Theft Over,2017,May,20,140,Saturday  ,0,2017,May,19,139,Friday    ,22,Theft Over,D14,85,South Parkdale (85),43.6385841,-79.4291306,3370
-79.442543,43.6855392,103398,GO-20173131813,2017-08-03T04:00:00.000Z,2017-12-04T05:00:00.000Z,House,2130,210,Theft Over,2017,December,4,338,Monday    ,19,2017,August,3,215,Thursday  ,9,Theft Over,D13,107,Oakwood Village (107),43.6855392,-79.442543,3371
-79.376503,43.6457863,106335,GO-20171381991,2017-07-27T04:00:00.000Z,2017-08-01T04:00:00.000Z,Outside,2130,210,Theft Over,2017,August,1,213,Tuesday   ,12,2017,July,27,208,Thursday  ,20,Theft Over,D51,77,Waterfront Communities-The Island (77),43.6457863,-79.376503,3372
-79.3936386,43.6457634,103450,GO-2017212123,2017-02-03T05:00:00.000Z,2017-02-03T05:00:00.000Z,Commercial,2130,200,Theft From Mail / Bag / Key,2017,February,3,34,Friday    ,11,2017,February,3,34,Friday    ,5,Theft Over,D52,77,Waterfront Communities-The Island (77),43.6457634,-79.3936386,3373
-79.4802856,43.7543221,94874,GO-2017915908,2017-05-18T04:00:00.000Z,2017-05-24T04:00:00.000Z,Outside,2130,210,Theft Over,2017,May,24,144,Wednesday ,14,2017,May,18,138,Thursday  ,12,Theft Over,D31,27,York University Heights (27),43.7543221,-79.4802856,3374
-79.3933334,43.6862335,89446,GO-2017156092,2017-01-25T05:00:00.000Z,2017-01-25T05:00:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2017,January,25,25,Wednesday ,17,2017,January,25,25,Wednesday ,14,Theft Over,D53,98,Rosedale-Moore Park (98),43.6862335,-79.3933334,3375
-79.4265823,43.7302513,100017,GO-20171940135,2017-06-25T04:00:00.000Z,2017-10-29T04:00:00.000Z,House,2130,210,Theft Over,2017,October,29,302,Sunday    ,18,2017,June,25,176,Sunday    ,7,Theft Over,D32,39,Bedford Park-Nortown (39),43.7302513,-79.4265823,3376
-79.4742966,43.7555351,92171,GO-20162123448,2016-11-30T05:00:00.000Z,2016-11-30T05:00:00.000Z,Commercial,2130,210,Theft Over,2016,November,30,335,Wednesday ,8,2016,November,30,335,Wednesday ,7,Theft Over,D32,27,York University Heights (27),43.7555351,-79.4742966,3377
-79.5033875,43.7697906,109021,GO-20179021534,2017-12-06T05:00:00.000Z,2017-12-07T05:00:00.000Z,Apartment,2130,200,Theft From Mail / Bag / Key,2017,December,7,341,Thursday  ,12,2017,December,6,340,Wednesday ,14,Theft Over,D31,27,York University Heights (27),43.7697906,-79.5033875,3378
-79.299736,43.7986374,106355,GO-20171543777,2017-08-24T04:00:00.000Z,2017-08-26T04:00:00.000Z,House,2132,200,Theft From Motor Vehicle Over,2017,August,26,238,Saturday  ,8,2017,August,24,236,Thursday  ,19,Theft Over,D42,117,L'Amoreaux (117),43.7986374,-79.299736,3379
-79.586158800000021,43.6981239,89476,GO-20161572105,2016-09-03T04:00:00.000Z,2016-09-04T04:00:00.000Z,Outside,2130,210,Theft Over,2016,September,4,248,Sunday    ,20,2016,September,3,247,Saturday  ,9,Theft Over,D23,1,West Humber-Clairville (1),43.6981239,-79.5861588,3380
-79.3756638,43.6568222,94878,GO-20171652708,2017-05-18T04:00:00.000Z,2017-09-12T04:00:00.000Z,Commercial,2130,210,Theft Over,2017,September,12,255,Tuesday   ,11,2017,May,18,138,Thursday  ,13,Theft Over,D51,75,Church-Yonge Corridor (75),43.6568222,-79.3756638,3381
-79.4510422,43.7856255,92195,GO-20171824856,2017-09-20T04:00:00.000Z,2017-10-08T04:00:00.000Z,House,2130,210,Theft Over,2017,October,8,281,Sunday    ,17,2017,September,20,263,Wednesday ,0,Theft Over,D32,35,Westminster-Branson (35),43.7856255,-79.4510422,3382
-79.3768387,43.6411552,100018,GO-20171169264,2017-06-25T04:00:00.000Z,2017-06-30T04:00:00.000Z,Commercial,2130,210,Theft Over,2017,June,30,181,Friday    ,11,2017,June,25,176,Sunday    ,13,Theft Over,D52,77,Waterfront Communities-The Island (77),43.6411552,-79.3768387,3383
-79.281471300000021,43.7781525,103466,GO-2017245433,2017-02-03T05:00:00.000Z,2017-02-08T05:00:00.000Z,Apartment,2130,210,Theft Over,2017,February,8,39,Wednesday ,17,2017,February,3,34,Friday    ,0,Theft Over,D42,128,Agincourt South-Malvern West (128),43.7781525,-79.2814713,3384
-79.4820404,43.7463875,109048,GO-20173027859,2017-11-19T05:00:00.000Z,2017-11-19T05:00:00.000Z,Commercial,2130,210,Theft Over,2017,November,19,323,Sunday    ,13,2017,November,19,323,Sunday    ,13,Theft Over,D31,26,Downsview-Roding-CFB (26),43.7463875,-79.4820404,3385
-79.4266891,43.7007599,106359,GO-20171577777,2017-08-24T04:00:00.000Z,2017-08-31T04:00:00.000Z,Other,2130,210,Theft Over,2017,August,31,243,Thursday  ,15,2017,August,24,236,Thursday  ,14,Theft Over,D13,102,Forest Hill North (102),43.7007599,-79.4266891,3386
-79.619529700000015,43.7530403,89483,GO-20161602462,2016-09-09T04:00:00.000Z,2016-09-09T04:00:00.000Z,Commercial,2130,210,Theft Over,2016,September,9,253,Friday    ,14,2016,September,9,253,Friday    ,12,Theft Over,D23,1,West Humber-Clairville (1),43.7530403,-79.6195297,3387
